decision,notes,already_on_site,name,rating,reviews,price,cuisine,category,suggested_types,flag,address,postal_code,opening_hours,phone,website,maps_url,suggested_id,price_band,lat,lng,place_id
,,,Al Mare Grill,4.3,1259,$$,Barbecue,Barbecue Restaurant,restaurant,,"Mõisa tn 4, 13522 Tallinn",13522,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 615 4107,http://www.almarefood.ee/grill/,https://maps.google.com/?cid=1745403257815753870,al-mare-grill,2,59.427160,24.655612,ChIJdZlDjz-UkkYRjuTq8wPrOBg
,,,Sardiinia Resto & Lounge,4.3,1246,$$,Mediterranean,Restaurant,restaurant,,"Masti tn 17-Hoone 2, 11911 Tallinn",11911,Mon closed; Tue 16:00-21:00; Wed 16:00-21:00; Thu 16:00-22:00; Fri 16:00-22:00; Sat 12:00-22:00; Sun 12:00-21:00,+372 660 6960,https://sardiinia.ee/,https://maps.google.com/?cid=3082724326033049932,sardiinia-resto-lounge,2,59.467044,24.826976,ChIJC6KCFiqTkkYRTMmnCXEJyCo
,,,Restaurant Kaerajaan,4.3,958,$$,,Restaurant,restaurant,,"Raekoja plats 17, 10146 Tallinn",10146,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,+372 615 5400,https://www.kaerajaan.ee/,https://maps.google.com/?cid=15451470974605703138,restaurant-kaerajaan,2,59.437163,24.745797,ChIJHaa7F2KTkkYR4rehavymbtY
,,,Boba Koda,4.3,742,,,Tea House,coffee,,"Müürivahe 21, 10140 Tallinn",10140,Mon 12:00-19:00; Tue 12:00-19:00; Wed 12:00-19:00; Thu 12:00-19:00; Fri 12:00-19:00; Sat 12:00-19:00; Sun 12:00-19:00,+372 5911 8878,https://www.instagram.com/bobakoda/,https://maps.google.com/?cid=16976035156130786625,boba-koda,,59.435902,24.748620,ChIJ2X6C5XeTkkYRQe23Fwj-lus
,,,Kennedy’s Tallinn,4.3,734,$$,European,Restaurant,restaurant,,"Pikk tn 13, 10123 Tallinn",10123,Mon 12:00-00:00; Tue 12:00-00:00; Wed 12:00-00:00; Thu 12:00-01:00; Fri 12:00-02:00; Sat 11:00-02:00; Sun 11:00-00:00,+372 512 1903,,https://maps.google.com/?cid=17294113850480986847,kennedys-tallinn,2,59.438111,24.744780,ChIJt_r024KTkkYR3woVO-sIAfA
,,,Loulou,4.3,729,$$,,Breakfast Restaurant,restaurant,,"Laeva tn 1, 10111 Tallinn",10111,Mon 07:30-16:00; Tue 07:30-16:00; Wed 07:30-16:00; Thu 07:30-16:00; Fri 07:30-16:00; Sat 08:00-16:00; Sun 08:00-16:00,+372 552 7799,https://www.loulou.ee/,https://maps.google.com/?cid=10521969032425355056,loulou,2,59.441481,24.756779,ChIJ94ZuP-2TkkYRMLdfUxaLBZI
,,,AMPS Järve,4.3,698,$,Pizza,Bistro,restaurant; cheap-eats,,"Pärnu maantee, Järve Keskus 238, 11624 Tallinn",11624,Mon 08:30-21:00; Tue 08:30-21:00; Wed 08:30-21:00; Thu 08:30-21:00; Fri 08:30-21:00; Sat 09:00-21:00; Sun 09:00-20:00,+372 667 3682,https://amps.ee/jarve/,https://maps.google.com/?cid=17787579944197357425,amps-jarve,1,59.393391,24.720241,ChIJo24XX9-UkkYRcf--c7ct2vY
,,,Shaurma Kebab Telliskivi,4.3,606,$,Middle Eastern,Turkish Restaurant,restaurant; cheap-eats,,"Telliskivi tn 60, 10149 Tallinn",10149,Mon 10:30-22:30; Tue 10:30-22:30; Wed 10:30-22:30; Thu 10:30-00:30; Fri 10:30-06:00; Sat 10:30-06:00; Sun 10:30-22:30,+372 5846 0030,https://shaurmakebab.ee/et,https://maps.google.com/?cid=6473453126543929673,shaurma-kebab-telliskivi,1,59.440530,24.730218,ChIJZS0Pwn2TkkYRSfHKHVJT1lk
,,,Peetri Pizza,4.3,600,$$,,Takeout Restaurant,restaurant,,"Pirita tee 26, 12011 Tallinn",12011,Mon 10:00-23:00; Tue 10:00-23:00; Wed 10:00-23:00; Thu 10:00-23:00; Fri 10:00-01:00; Sat 10:00-01:00; Sun 10:00-23:00,+372 639 3285,http://www.peetripizza.ee/,https://maps.google.com/?cid=16184764569185499326,peetri-pizza-5,2,59.448494,24.804989,ChIJI8M9ADaTkkYRvjihB6DVm-A
,,,5Senses Tallinn,4.3,589,$$,,Cafe,coffee,,"Pikk tn 47, 10133 Tallinn",10133,Mon 09:00-17:00; Tue 09:00-15:00; Wed 09:00-15:00; Thu 09:00-15:00; Fri 09:00-15:00; Sat 09:00-15:00; Sun 09:00-15:00,+372 514 6401,,https://maps.google.com/?cid=7404329625443044447,5senses-tallinn,2,59.439909,24.747084,ChIJF80kR-qTkkYRXwxvhJB2wWY
,,,Kinza,4.3,551,$$,,Bar & Grill,pub,,"Peterburi tee 81A, 11415 Tallinn",11415,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-21:00,+372 5565 0222,,https://maps.google.com/?cid=3233100287804696221,kinza,2,59.432958,24.855530,ChIJyRIOnZbskkYRnebPAZVH3iw
,,,Peetri Pizza,4.3,514,$$,Pizza,Pizza Restaurant,restaurant,,"Liivalaia tn 17, 10118 Tallinn",10118,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-02:00; Sat 11:00-02:00; Sun 16:00-22:00,+372 551 8254,http://www.peetripizza.ee/,https://maps.google.com/?cid=10288910509579726201,peetri-pizza-6,2,59.428623,24.750559,ChIJyWfPA6KUkkYReW1IcZiNyY4
,,,Nuudel Telliskivi,4.3,504,$$,Thai,Asian Restaurant,restaurant; asian,,"Telliskivi tn 15, 10611 Tallinn",10611,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-20:00,+372 655 5059,,https://maps.google.com/?cid=13046173810326679543,nuudel-telliskivi,2,59.435027,24.718993,ChIJy1ZzUHOVkkYR96-GevVRDbU
,,,Hop&Hen,4.3,458,$$,,Bar,pub,,"Viru Keskus Food Hall, Viru väljak 4-6, 10111 Tallinn",10111,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,+372 5858 8525,https://www.hopandhen.co/,https://maps.google.com/?cid=4641555388369663728,hop-hen,2,59.436254,24.754890,ChIJo9sxkvGTkkYR8PYSoQgeakA
,,,Pizza Wabrik Tööstuse,4.3,393,$$,Pizza,Pizza Restaurant,restaurant,,"Tööstuse tn 47-a, 10416 Tallinn",10416,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 5300 7272,http://www.pizzawabrik.ee/,https://maps.google.com/?cid=14923803234111592428,pizza-wabrik-toostuse,2,59.448108,24.727416,ChIJrf1q8niTkkYR7BcMw_j_G88
,,,La Cucina Restaurant and Pizzeria Napoletana,4.3,374,$$,Italian,Italian Restaurant,restaurant,,"Endla tn 23, 10122 Tallinn",10122,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-23:00; Sat 15:00-23:00; Sun 15:00-22:00,+372 666 4817,https://www.lacucina.ee/,https://maps.google.com/?cid=8075652163680817148,la-cucina-restaurant-and-pizzeria-napoletana,2,59.428883,24.732542,ChIJs2xXp3CVkkYR_E_PMdt6EnA
,,,Shaurma Kebab Viru,4.3,339,$,Middle Eastern,Turkish Restaurant,restaurant; cheap-eats,,"Viru väljak 6, 10153 Tallinn",10153,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,+372 5821 8888,https://shaurmakebab.ee/et,https://maps.google.com/?cid=16190658772761104778,shaurma-kebab-viru,1,59.436724,24.757100,ChIJr9hkhzeTkkYRitH8PV_GsOA
,,,Grillbaas OÜ,4.3,335,$,,Restaurant,restaurant; cheap-eats,,"Ehitajate tee 112, 13517 Tallinn",13517,Mon 10:00-20:00; Tue 10:00-20:00; Wed 10:00-20:00; Thu 10:00-20:00; Fri 10:00-20:00; Sat 11:00-20:00; Sun closed,+372 5757 0033,https://www.facebook.com/grillbaas/,https://maps.google.com/?cid=24452868450056404,grillbaas-ou,1,59.413041,24.662254,ChIJD4VVyk-UkkYR1Hi0GcHfVgA
,,,Restaurant Da Rocco,4.3,292,$$$,,Restaurant,restaurant,,"Lai 6, 10133 Tallinn",10133,Mon closed; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-23:00; Sat 17:00-23:00; Sun 17:00-23:00,+372 5627 1177,https://www.darocco.ee/,https://maps.google.com/?cid=5783180073900482958,restaurant-da-rocco,3,59.438203,24.743733,ChIJTxiVW2KTkkYRjqH0-KL7QVA
,,,La Cucina di Orm Oja,4.3,276,$$$$,,Restaurant,restaurant; fine-dining,,"Vene tn 4, 10140 Tallinn",10140,Mon 17:00-00:00; Tue 17:00-00:00; Wed 17:00-00:00; Thu 17:00-00:00; Fri 17:00-00:00; Sat 15:00-00:00; Sun closed,+372 524 4119,http://www.lacucinadiorm.ee/,https://maps.google.com/?cid=6336162578678526343,la-cucina-di-orm-oja,4,59.437155,24.746814,ChIJqRwW3nyTkkYRh7FBfUuS7lc
,,,Wine Library Tallinn,4.3,272,$$,,Restaurant,restaurant,,"Raekoja plats 8, 10146 Tallinn",10146,Mon 10:00-23:00; Tue 10:00-23:00; Wed 10:00-23:00; Thu 10:00-23:00; Fri 10:00-23:00; Sat 10:00-23:00; Sun 10:00-23:00,+372 5919 7202,http://www.winelibrary.ee/,https://maps.google.com/?cid=10170648300236709836,wine-library-tallinn,2,59.437712,24.744930,ChIJRcalQWKTkkYRzB8KH75mJY0
,,,Restoran Senso,4.3,265,$$,,Restaurant,restaurant,,"Radisson Blu Hotel Olumpia, Liivalaia tn 33, 10118 Tallinn",10118,"Mon 06:30-10:30, 12:00-23:00; Tue 06:30-10:30, 12:00-23:00; Wed 06:30-10:30, 12:00-23:00; Thu 06:30-10:30, 12:00-23:00; Fri 06:30-10:30, 12:00-01:00; Sat 07:00-11:00, 12:00-01:00; Sun 07:00-01:00",+372 631 5870,http://www.restoransenso.ee/,https://maps.google.com/?cid=432211625000551763,restoran-senso,2,59.429926,24.757353,ChIJP4EnAKGUkkYRU8Xz1y6G_wU
,,,Unibet Sports Bar Tallinn,4.3,264,$$,,Sports Bar,pub,,"Vana-Viru tn 13, 10148 Tallinn",10148,Mon closed; Tue 14:00-01:00; Wed 14:00-01:00; Thu 14:00-01:00; Fri 14:00-01:00; Sat 12:00-01:00; Sun 12:00-01:00,+372 5917 6767,https://www.unibetsportsbar.com/,https://maps.google.com/?cid=15833684469471997004,unibet-sports-bar-tallinn,2,59.437506,24.751926,ChIJOTAgEaSTkkYRTGx_cCKMvNs
,,,Allee Restoran,4.3,196,$$,,Restaurant,restaurant,,"Kanuti tn 2, 10111 Tallinn",10111,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,+372 649 3333,https://www.alleerestoran.ee/,https://maps.google.com/?cid=15041160664206528531,allee-restoran,2,59.440049,24.751544,ChIJoxGiW2GTkkYRE9Cbv-7vvNA
,,,Lido Rotermanni,4.3,184,$$,,Restaurant,restaurant,,"Rotermanni tn 3, 10151 Tallinn",10151,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-21:00,+372 5300 7167,https://lido.ee/,https://maps.google.com/?cid=13976646201769379406,lido-rotermanni,2,59.438419,24.755998,ChIJMXhyKACTkkYRTsbGR6sF98E
,,,Poké Bowl Mustamäe Keskus,4.3,183,$$,Hawaiian,Fast Food Restaurant,restaurant,,"A. H. Tammsaare tee 104a, 12918 Tallinn",12918,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 5624 9111,https://pokebowl.ee/,https://maps.google.com/?cid=15500530812985907220,poke-bowl-mustamae-keskus,2,59.408598,24.688860,ChIJc9JaEEOVkkYRFJgFKqbyHNc
,,,Ruddy Baar,4.3,176,$$,,Bar,pub,,"Sauna tn 1, 10140 Tallinn",10140,Mon 20:00-06:00; Tue 20:00-02:00; Wed 19:00-02:00; Thu 19:00-02:00; Fri 19:00-05:00; Sat 19:00-05:00; Sun 20:00-06:00,+372 5829 2238,https://ruddybaar.ee/,https://maps.google.com/?cid=14713472038528280461,ruddy-baar,2,59.435947,24.747659,ChIJQUDH-PuTkkYRjeceHd3AMMw
,,,O'Sushi,4.3,172,$$,Japanese,Takeout Restaurant,restaurant; asian,,"Punane tn 56, 13619 Tallinn",13619,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,+372 5855 6778,http://osushi.ee/,https://maps.google.com/?cid=4098042878972812998,o-sushi,2,59.436022,24.847197,ChIJ3xbdOb7skkYRxl5-O0ks3zg
,,,LAVAZ,4.3,164,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Pae tn 68, 13620 Tallinn",13620,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5191 6464,https://lavaz.ee/ru/menu,https://maps.google.com/?cid=11239710911769486126,lavaz,1,59.435502,24.820800,ChIJr9It24jtkkYRLiMaEoZ5-5s
,,,LaMemme Pizza&Pasta,4.3,162,$$,Italian,Italian Restaurant,restaurant,,"Ehitajate tee 114a, 13517 Tallinn",13517,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-22:00; Sat 11:30-22:00; Sun 11:30-22:00,,https://lamemme.eu/,https://maps.google.com/?cid=4228103206729994965,lamemme-pizza-pasta,2,59.414148,24.660453,ChIJRSOhPgCVkkYR1dLUDnc9rTo
,,,Nomade Restaurant,4.3,122,$$,,Brunch Restaurant,restaurant,,"Ahtri, 10151 Tallinn",10151,Mon 08:30-22:00; Tue 08:30-22:00; Wed 08:30-22:00; Thu 08:30-22:00; Fri 08:30-23:00; Sat 10:00-23:00; Sun 10:00-20:00,+372 510 6530,https://nomade.ee/en/,https://maps.google.com/?cid=8418516619298856462,nomade-restaurant,2,59.440073,24.757188,ChIJ67n7HwCTkkYRDt4HFUOU1HQ
,,,Burger Kitchen Sikupilli,4.3,92,$$,,Restaurant,restaurant,,"Tartu mnt 87, 11412 Tallinn",11412,Mon 11:00-20:00; Tue 11:00-20:00; Wed 11:00-20:00; Thu 11:00-20:00; Fri 11:00-20:00; Sat 12:00-20:00; Sun 12:00-20:00,+372 520 9380,https://burgerkitchen.ee/,https://maps.google.com/?cid=4714416693530173384,burger-kitchen-sikupilli,2,59.426489,24.783195,ChIJaf1GQ6CVkkYRyJ8JNQH5bEE
,,,Fredo Öpik,4.3,90,$,,Restaurant,restaurant; cheap-eats,,"Öpiku maja, Ülemiste City, Valukoja tn 8, 11415 Tallinn",11415,Mon 07:30-16:00; Tue 07:30-16:00; Wed 07:30-16:00; Thu 07:30-16:00; Fri 07:30-16:00; Sat closed; Sun closed,+372 5354 1564,https://fredo.ee/opik,https://maps.google.com/?cid=13708929959950887966,fredo-opik,1,59.420083,24.804786,ChIJq6orjgXrkkYRHiyVYSrnP74
,,,Café Opera,4.3,74,,,Restaurant,restaurant,,"Pärnu mnt. 3, 10148 Tallinn",10148,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 602 2122,https://www.facebook.com/cafeoperatallinn,https://maps.google.com/?cid=8587656645332464976,cafe-opera,,59.435680,24.751252,ChIJ593rBUSTkkYRUHUQNjh8LXc
,,,Puente Tallinn,4.3,64,$$,,Restaurant,restaurant,,"Vesilennuki tn 80, 10415 Tallinn",10415,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,+372 554 5532,,https://maps.google.com/?cid=3775031625905495660,puente-tallinn,2,59.452491,24.731794,ChIJPV7Vwm6TkkYRbF72RUObYzQ
,,,Vapiano Hobujaama,4.2,4836,$$,Italian,Italian Restaurant,restaurant,,"Hobujaama tn 10, 10151 Tallinn",10151,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5881 7525,https://vapiano.ee/,https://maps.google.com/?cid=6201838916080298954,vapiano-hobujaama,2,59.438686,24.758865,ChIJO4xKt2CTkkYRyusoq6JbEVY
,,,McDonald's Ülemiste,4.2,3636,$,American,Fast Food Restaurant,restaurant; cheap-eats,,"Suur-Sõjamäe tn 4, 11415 Tallinn",11415,Mon 08:00-22:00; Tue 08:00-22:00; Wed 08:00-22:00; Thu 08:00-22:00; Fri 08:00-22:00; Sat 08:00-22:00; Sun 08:00-22:00,+372 5561 7417,https://www.mcdonalds.ee/,https://maps.google.com/?cid=144505797978601011,mcdonald-s-ulemiste,1,59.422682,24.794008,ChIJGXot9lTrkkYRM7Z_9EFjAQI
,,,Vapiano Solaris,4.2,2560,$$,Italian,Italian Restaurant,restaurant,,"Estonia pst 9, 10143 Tallinn",10143,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5193 0993,https://vapiano.ee/,https://maps.google.com/?cid=3452848880701285978,vapiano-solaris,2,59.433742,24.751126,ChIJAyCX6p-UkkYRWiZOVcP76i8
,,,St. Patrick's Birgitta Supluse pst,4.2,2292,$$,,Restaurant,restaurant,,"Supluse pst 1, 11911 Tallinn",11911,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 699 8077,http://patricks.ee/,https://maps.google.com/?cid=12725457482916926072,st-patrick-s-birgitta-supluse-pst,2,59.471926,24.831570,ChIJ25m_nSqTkkYReJKZiSjombA
,,,Irish Pub Mad Murphy's,4.2,2267,$$,European,Irish Pub,pub,,"Mündi tn 2, 10146 Tallinn",10146,Mon 12:00-02:00; Tue 12:00-02:00; Wed 12:00-02:00; Thu 12:00-02:00; Fri 12:00-03:00; Sat 12:00-03:00; Sun 12:00-03:00,+372 601 1070,https://facebook.com/MadMurphysIrishBar/,https://maps.google.com/?cid=10184543997148565251,irish-pub-mad-murphy-s,2,59.437712,24.745230,ChIJBVdeP2KTkkYRA49gLc7EVo0
,,,"St. Patrick's, Foorum",4.2,2028,$$,,Restaurant,restaurant,,"Narva mnt 5, 10117 Tallinn",10117,Mon 10:00-23:30; Tue 10:00-23:30; Wed 10:00-23:30; Thu 10:00-23:30; Fri 10:00-02:00; Sat 10:00-02:00; Sun 10:00-23:30,+372 664 0443,http://www.patricks.ee/,https://maps.google.com/?cid=9738706165984538957,st-patrick-s-foorum,2,59.437471,24.758571,ChIJQxu-pGCTkkYRTTFq-6jVJoc
,,,Pulcinella Itaalia Restoran Pizzeria,4.2,1739,$$,Italian,Italian Restaurant,restaurant,,"Suur-Karja tn 2, 10140 Tallinn",10140,Mon 13:00-21:30; Tue 13:00-21:30; Wed 13:00-21:30; Thu 13:00-21:30; Fri 13:00-22:00; Sat 13:00-22:00; Sun 13:00-21:30,+372 5622 9691,http://www.pulcinella.ee/,https://maps.google.com/?cid=8358998147614534595,pulcinella-itaalia-restoran-pizzeria,2,59.436346,24.745988,ChIJX9r_AmKTkkYRw2u2AocgAXQ
,,,Restaurant Troika,4.2,1678,$$,,Restaurant,restaurant,,"Raekoja plats 15, 10146 Tallinn",10146,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 5333 8555,https://troika.ee/,https://maps.google.com/?cid=1991557865045286634,restaurant-troika,2,59.437362,24.745924,ChIJ2cprPWKTkkYR6t6ol1Nvoxs
,,,Staap,4.2,1651,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Nõmme tee 34, 13425 Tallinn",13425,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,+372 655 2516,http://www.staabiburger.ee/,https://maps.google.com/?cid=5405041216196186984,staap,1,59.417494,24.720439,ChIJUcSI25KUkkYRaBO4V1mQAks
,,,LaBocca - Itaalia restoran Tallinnas,4.2,1029,$$,Italian,Italian Restaurant,restaurant,,"Ahtri tn 6, 10151 Tallinn",10151,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 5460 0015,https://labocca.ee/,https://maps.google.com/?cid=6982240158353209775,labocca-itaalia-restoran-tallinnas,2,59.439750,24.758561,ChIJ67xX-02TkkYRrzkcN27m5WA
,,,Damak Döner & Kebab,4.2,998,$,Indian,Halal Restaurant,restaurant; asian; cheap-eats,,"Kaubamaja tn 6, 10143 Tallinn",10143,Mon 11:30-23:55; Tue 11:30-23:55; Wed 11:30-23:55; Thu 11:30-01:30; Fri closed; Sat 11:30-01:55; Sun 11:30-23:55,+372 5607 1227,https://damakrestoran.com/,https://maps.google.com/?cid=11085135997403141743,damak-doner-kebab,1,59.434599,24.755461,ChIJsy9WD2CTkkYRbxYcRHVQ1pk
,,,Vana Toomas Restaurant-bistro,4.2,998,$$,,Restaurant,restaurant,,"Raekoja plats 8, 10146 Tallinn",10146,Mon 10:00-23:00; Tue 10:00-23:00; Wed 10:00-23:00; Thu 10:00-23:00; Fri 10:00-23:30; Sat 10:00-23:30; Sun 10:00-23:00,+372 5668 6518,http://www.vanatoomas.eu/,https://maps.google.com/?cid=2927008042365733183,vana-toomas-restaurant-bistro,2,59.437678,24.745057,ChIJN21AQGKTkkYRP8nre07Snig
,,,Drumsticks restoran,4.2,693,$$,Asian,Asian Restaurant,restaurant; asian,,"Kadaka tee 177A, 12615 Tallinn",12615,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 677 5662,http://www.drumsticks.ee/?y_source=1_ODc5Mzk4NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==,https://maps.google.com/?cid=17905283082637629108,drumsticks-restoran,2,59.404801,24.657267,ChIJv3WeAQXtkkYRtFZt7xhYfPg
,,,Pika Jala restoran,4.2,574,$$,European,European Restaurant,restaurant,,"Pikk jalg 16, 10130 Tallinn",10130,Mon 09:00-23:00; Tue 09:00-23:00; Wed 09:00-23:00; Thu 09:00-23:00; Fri 09:00-23:00; Sat 09:00-23:00; Sun 09:00-23:00,+372 648 1428,http://www.pikajalaresto.ee/,https://maps.google.com/?cid=9784302166646444716,pika-jala-restoran,2,59.436240,24.740731,ChIJSfmAeJ2UkkYRrNILKvvSyIc
,,,Orangerie,4.2,470,$$,,Restaurant,restaurant,,"Oranž maja, Rotermanni tn 5, 10111 Tallinn",10111,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-19:00,+372 554 0350,http://www.orangerie.ee/,https://maps.google.com/?cid=11365246557724874920,orangerie,2,59.438867,24.756201,ChIJh1BnX62TkkYRqBjsUYd3uZ0
,,,Asian Aroma,4.2,466,$$,Chinese,Indian Restaurant,restaurant; asian,,"P. Süda tn 1, 10118 Tallinn",10118,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5331 1563,http://asianaroma.ee/,https://maps.google.com/?cid=51084996976230336,asian-aroma,2,59.430144,24.746127,ChIJaT0t1p6UkkYRwL8euoh9tQA
,,,Loft ja Ürdid,4.2,444,$$,,Restaurant,restaurant,,"Vesivärava tn 50, 10152 Tallinn",10152,Mon 11:00-15:00; Tue 11:00-15:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-22:00; Sat 15:00-22:00; Sun closed,+372 666 0807,http://www.loftjaurdid.ee/,https://maps.google.com/?cid=8280635396299069358,loft-ja-urdid,2,59.432829,24.779071,ChIJ_fTnVVSTkkYRrpfuLgW66nI
,,,Peetri Pizza,4.2,425,$,Pizza,Pizza Restaurant,restaurant; cheap-eats,,"Odra tn 16, 10144 Tallinn",10144,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 601 2616,http://www.peetripizza.ee/,https://maps.google.com/?cid=16346792042923549632,peetri-pizza-7,1,59.427453,24.771861,ChIJF1Pef6iUkkYRwOOjB8F42-I
,,,Snack Point,4.2,354,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Rummu tee 3, 11911 Tallinn",11911,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-21:00; Sat 10:00-21:00; Sun 10:00-21:00,+372 552 7627,,https://maps.google.com/?cid=12509038344275556216,snack-point,1,59.462818,24.829686,ChIJIfikytTskkYRePdIMBkIma0
,,,Café Mademoiselle,4.2,328,$,,Coffee Shop,coffee; cheap-eats,,"Paldiski mnt 4, 10149 Tallinn",10149,Mon 08:00-22:00; Tue 08:00-22:00; Wed 08:00-22:00; Thu 08:00-22:00; Fri 08:00-22:00; Sat 08:00-22:00; Sun 08:00-22:00,+372 628 8155,https://cafemademoiselle.ee/,https://maps.google.com/?cid=16392629932458031035,cafe-mademoiselle,1,59.435310,24.731176,ChIJnRW9J4OUkkYRu7eYWhJSfuM
,,,Peetri Pizza Magistrali,4.2,290,$,Pizza,Pizza Restaurant,restaurant; cheap-eats,,"Sõpruse pst 201-203, 13419 Tallinn",13419,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,+372 507 8121,http://www.peetripizza.ee/,https://maps.google.com/?cid=13540713357356479789,peetri-pizza-magistrali,1,59.400840,24.696772,ChIJ76LHsfyUkkYRLbWehg5H6rs
,,,Tallinn Airport Lounge,4.2,280,,,Restaurant,restaurant,,"Passenger Terminal, Lennujaama tee 12, 11101 Tallinn",11101,Mon 04:30-22:00; Tue 04:30-22:00; Wed 04:30-22:00; Thu 04:30-22:00; Fri 04:30-22:00; Sat 04:30-22:00; Sun 04:30-22:00,+372 605 8550,https://airport.ee/services/lennujaama-lhv-lounge/,https://maps.google.com/?cid=6510577910659950570,tallinn-airport-lounge,,59.416517,24.799367,ChIJoxIUClrrkkYR6idkfx04Wlo
