name,category,cuisine,rating,reviews,price,status,address,postal_code,city,phone,website,opening_hours,tags,latitude,longitude,maps_url,place_id
Armudu,Restaurant,Middle Eastern,4.4,2658,$$,Open,Nõmme tee 101a,13418,Tallinn,+372 677 3903,https://www.restoranarmudu.ee/et,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-02:00; Sat 11:00-02:00; Sun 11:00-23:00,Middle Eastern Restaurant; Eastern European Restaurant; European Restaurant; Live Music Venue; Event Venue,59.405600,24.710367,https://maps.google.com/?cid=15123062311076473595,ChIJa6PZjuWUkkYR-6rP5wvp39E
Must Puudel,Cafe,,4.4,2161,$$,Open,Kuninga tn 4,10146,Tallinn,+372 5332 5072,https://mustpuudel.ee/,Mon 09:00-23:00; Tue 09:00-00:00; Wed 09:00-00:30; Thu 09:00-00:30; Fri 09:00-01:30; Sat 09:00-01:30; Sun 09:00-23:00,Cafe; Bar,59.436513,24.745356,https://maps.google.com/?cid=8149677756071693893,ChIJITHkHJ6UkkYRRU6OhL14GXE
Lendav Taldrik,Asian Restaurant,Asian,4.4,2066,$$,Open,Telliskivi tn 60a-6,10412,Tallinn,+372 621 4222,https://lendavtaldrik.com/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,Asian Restaurant,59.438915,24.727941,https://maps.google.com/?cid=16594918061280053907,ChIJfelVD4KUkkYRk8pPlw3-TOY
Dodo Pizza,Pizza Restaurant,Pizza,4.4,1923,$$,Open,Gonsiori tn 10,10117,Tallinn,+372 629 9209,http://www.dodopizza.ee/,Mon 09:00-00:00; Tue 09:00-00:00; Wed 09:00-00:00; Thu 09:00-00:00; Fri 09:00-02:00; Sat 10:00-02:00; Sun 10:00-00:00,Pizza Restaurant; Fast Food Restaurant,59.435071,24.760876,https://maps.google.com/?cid=12867407508190739946,ChIJc36xJ2CTkkYR6j3nSfQ2krI
Restaurant Munga Kelder,Restaurant,Italian,4.4,1872,$$,Open,Vene tn 12a,10123,Tallinn,+372 644 4614,http://www.mungakelder.ee/,,Italian Restaurant; European Restaurant; Bar,59.437761,24.747660,https://maps.google.com/?cid=17967088351032378638,ChIJ2TO3KGKTkkYRDgVYW6nrV_k
Pizza Americana,Pizza Restaurant,Pizza,4.4,1792,$$,Open,Kaarli pst 2,10130,Tallinn,+372 644 8837,https://americana.ee/,Mon 11:30-21:30; Tue 11:30-21:30; Wed 11:30-21:30; Thu 11:30-21:30; Fri 11:30-22:30; Sat 13:00-22:30; Sun 13:00-21:30,Pizza Restaurant,59.433184,24.741895,https://maps.google.com/?cid=11653023864846262056,ChIJEa2h552UkkYRKJ9P93bbt6E
Hiiu Pubi,Gastropub,,4.4,1763,$$,Open,Pärnu mnt. 325,11620,Tallinn,+372 5911 5500,https://hiiupubi.eu/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-00:00; Fri 11:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,Gastropub; Sports Complex; Bar; Sports Activity Location; Event Venue,59.383974,24.672234,https://maps.google.com/?cid=9988242798915726887,ChIJsZ3Qlg6VkkYRJ6651-ddnYo
Boheem,Restaurant,Pizza,4.4,1690,$$,Open,Kopli tn 18,10412,Tallinn,+372 631 1928,http://www.boheem.ee/,Mon 09:00-22:00; Tue 09:00-22:00; Wed 09:00-22:00; Thu 09:00-22:00; Fri 09:00-23:00; Sat 10:00-23:00; Sun 10:00-22:00,Cafeteria; Pizza Restaurant,59.441803,24.732362,https://maps.google.com/?cid=5072590393783639125,ChIJqyiDV3yTkkYRVVyIYBZ2ZUY
Tommi Grill,Restaurant,,4.4,1627,$$,Open,Viru väljak 2,10111,Tallinn,+372 662 2099,http://tommigrill.com/,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 11:30-23:00; Sun 11:30-21:00,,59.437657,24.753928,https://maps.google.com/?cid=13616635060137735345,ChIJv5hb_WCTkkYRsbSjc3EB-Lw
One Sixty Smokehouse,Barbecue Restaurant,Barbecue,4.4,1550,$$,Open,Telliskivi tn 62,10412,Tallinn,+372 601 9007,https://www.onesixty.ee/,Mon 16:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-20:00,Barbecue Restaurant,59.440799,24.731100,https://maps.google.com/?cid=3570843458714064645,ChIJWULez_qTkkYRBdct4TQvjjE
Suveterrass,Restaurant,,4.4,1440,$$,Open,Kai tn 5,10111,Tallinn,+372 5557 0006,https://www.suveterrass.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-01:00; Sat 12:00-01:00; Sun 12:00-23:00,Cafeteria; Lounge Bar; Night Club; Bar,59.443602,24.757339,https://maps.google.com/?cid=18314577131560153440,ChIJSYiKQmaTkkYRYLEiyt1yKv4
Sushi Plaza SUSHI & SASHIMI (Maakri),Sushi Restaurant,Japanese,4.4,1413,$$,Open,Maakri tn 23a,10145,Tallinn,+372 5333 2699,http://www.sushiplaza.ee/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,Sushi Restaurant; Japanese Restaurant,59.432437,24.760252,https://maps.google.com/?cid=5766793910869056252,ChIJneR4QF6TkkYR_Fo8FoLEB1A
Suliko Restaurant,Eastern European Restaurant,Eastern European,4.4,1367,$$,Open,Nõmme tee 51,11311,Tallinn,+372 655 7368,http://suliko.ee/,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-22:30; Sat 11:00-22:30; Sun 11:00-22:00,Eastern European Restaurant; European Restaurant,59.415196,24.719059,https://maps.google.com/?cid=11439173727111038535,ChIJCX243uyUkkYRR0ZvwOUbwJ4
Peatus,Restaurant,,4.4,1323,$$,Open,Reisijate tn,10412,Tallinn,+372 5887 7727,https://www.facebook.com/kohvikpeatus,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-00:00,,59.440618,24.731232,https://maps.google.com/?cid=13609163106778125928,ChIJeWFVwX2TkkYRaJbcvb113bw
Kitchen Rõõm,Restaurant,,4.4,1321,$$,Open,P. Pinna tn 8,13615,Tallinn,+372 517 6793,http://kitchenroom.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,,59.436350,24.836400,https://maps.google.com/?cid=17055816700288570581,ChIJDQLuW7nskkYR1RTgXuxusuw
R14,Restaurant,,4.4,1311,$$$,Open,Rotermanni tn 14,10111,Tallinn,+372 5855 8120,https://www.r14.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 12:00-00:00; Sun 12:00-21:00,,59.439258,24.757952,https://maps.google.com/?cid=13169191903893654881,ChIJ0y_LzWCTkkYRYQ2IYkNewrY
Tokumaru Solaris,Japanese Restaurant,Japanese,4.4,1304,$$,Open,Estonia pst 9,10143,Tallinn,+372 5770 2405,http://www.tokumaru.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-21:00,Japanese Restaurant; Asian Restaurant; Sushi Restaurant; Ramen Restaurant,59.433440,24.751635,https://maps.google.com/?cid=9831069147521646174,ChIJAyCX6p-UkkYRXn5UbE35bog
Pirosmani,Eastern European Restaurant,Eastern European,4.4,1176,$$,Open,Tartu mnt 157,10112,Tallinn,+372 609 9778,http://pirosmani.ee/,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-23:00; Sat 10:00-23:00; Sun 11:00-22:00,Eastern European Restaurant; European Restaurant,59.402619,24.813618,https://maps.google.com/?cid=10719194729253050334,ChIJiaBl4UHrkkYR3hdeQ9A6wpQ
Meistri Lyon Cafe & Boulangerie,Cafe,,4.4,946,$$,Open,Meistri tn 22,13517,Tallinn,+372 622 9218,http://cafelyon.ee/,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 09:00-19:00; Sun 09:00-18:00,Cafe; Breakfast Restaurant; Bakery; Food Store,59.415440,24.658824,https://maps.google.com/?cid=16265274314102062365,ChIJLYkhbU-UkkYRHb1Wws_cueE
Alfredi Pub,Pub,,4.4,883,$$,Open,Rahumäe tee 25,11614,Tallinn,+372 672 2769,http://alfred.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-00:00; Sat 12:00-00:00; Sun 12:00-21:00,Pub; Bar,59.389190,24.702450,https://maps.google.com/?cid=12272140264367420867,ChIJSSLMKhmVkkYRw3Vjw4xmT6o
Om house,Restaurant,Japanese,4.4,833,$$,Open,Rotermanni tn 18-2,10111,Tallinn,+372 5550 5158,https://www.omhouse.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-02:00; Sat 12:00-02:00; Sun 14:00-22:00,Sushi Restaurant; Cocktail Bar; Japanese Restaurant; Bar,59.439345,24.757946,https://maps.google.com/?cid=11863673035906479407,ChIJaViKhpmTkkYRL_WVDMU7pKQ
VLND Burger Balti Jaama Turul,Hamburger Restaurant,American,4.4,813,$$,Open,Kopli tn 1,10412,Tallinn,+372 5397 7171,http://vlndburger.ee/,"Mon 11:00-15:00, 16:00-20:00; Tue 11:00-15:00, 16:00-20:00; Wed 11:00-15:00, 16:00-20:00; Thu 11:00-15:00, 16:00-20:00; Fri 11:00-15:00, 16:00-20:00; Sat 11:00-15:00, 16:00-20:00; Sun 11:00-15:00, 16:00-18:00",Hamburger Restaurant; American Restaurant,59.441142,24.735023,https://maps.google.com/?cid=8895630995944388589,ChIJlUWVYqmTkkYR7Tc4fkKhc3s
VESKI KÕRTS,Bistro,,4.4,807,$,Open,Tondi tn 17,11313,Tallinn,+372 650 3299,http://veskikorts.ee/,Mon 08:00-17:00; Tue 08:00-17:00; Wed 08:00-17:00; Thu 08:00-17:00; Fri 08:00-17:00; Sat closed; Sun closed,Bistro,59.412339,24.735554,https://maps.google.com/?cid=1129939309194725591,ChIJkT3Gm1mUkkYR10hNptBZrg8
Shaurma Kebab,Turkish Restaurant,Middle Eastern,4.4,792,$,Open,Sõpruse pst 210a,13416,Tallinn,+372 5846 9090,https://shaurmakebab.ee/et,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,Turkish Restaurant; Fast Food Restaurant; Middle Eastern Restaurant,59.403510,24.698650,https://maps.google.com/?cid=13659084130139887157,ChIJq42AxIyVkkYRNdYpvqXQjr0
BACIO Restoran & Kohvik,Italian Restaurant,Italian,4.4,765,,Open,Narva mnt 63-4,10120,Tallinn,+372 5302 0902,http://www.bacio.ee/,Mon closed; Tue closed; Wed closed; Thu closed; Fri 18:00-23:00; Sat 18:00-23:00; Sun closed,Italian Restaurant; Coffee Shop; Cafe; Food Store; European Restaurant,59.440278,24.781539,https://maps.google.com/?cid=17919553745316593570,ChIJi73ezlqTkkYRor8dgzALr_g
The Able Butcher,Steak House,Steakhouse,4.4,759,,Open,"F. R. Kreutzwaldi 23, Level 2",10147,Tallinn,+372 630 5462,https://theablebutcher.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:30-23:00; Sun 12:30-23:00,Steak House,59.433881,24.768795,https://maps.google.com/?cid=1354435692746386596,ChIJXSNu2liTkkYRpCxCIRbsyxI
Tasca Portuguesa,Portuguese Restaurant,Portuguese,4.4,706,$$,Open,Kullassepa tn 13,10146,Tallinn,+372 5613 8551,http://www.tasca.ee/,Mon 10:00-00:00; Tue 10:00-00:00; Wed 10:00-00:00; Thu 10:00-00:00; Fri 10:00-00:00; Sat 10:00-00:00; Sun 10:00-22:00,Portuguese Restaurant; Bar; European Restaurant,59.436502,24.744725,https://maps.google.com/?cid=15323590921095599135,ChIJnb7jP32TkkYRH9RNP8FUqNQ
Restoran Armudu Haabersti,Restaurant,Middle Eastern,4.4,679,$$,Open,Meistri tn 22,13517,Tallinn,+372 5555 9308,https://www.restoranarmudu.ee/et,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,Middle Eastern Restaurant; Eastern European Restaurant; European Restaurant,59.415663,24.658529,https://maps.google.com/?cid=12607434479370380687,ChIJ4x0Uh-6VkkYRjyXip9ya9q4
Restaurant Frank,Cocktail Bar,,4.4,622,$$,Open,Sauna tn 2,10140,Tallinn,+372 5638 9167,http://www.frankbistro.ee/,Mon closed; Tue closed; Wed 18:00-02:00; Thu 18:00-02:00; Fri 18:00-03:00; Sat 18:00-03:00; Sun 18:00-00:00,Cocktail Bar; Bar,59.435945,24.747781,https://maps.google.com/?cid=18287481383007730553,ChIJxW9C42GTkkYRebu-Nm0vyv0
Fotografiska Tallinn Restaurant & Rooftop Bar,Restaurant,,4.4,618,,Open,Telliskivi tn 60a-8,10412,Tallinn,+372 5745 0922,https://tallinn.fotografiska.com/en/restaurants/fotografiska-restaurant,Mon closed; Tue 18:00-00:00; Wed 18:00-00:00; Thu 18:00-00:00; Fri 12:00-01:00; Sat 12:00-01:00; Sun 12:00-18:00,,59.438356,24.728441,https://maps.google.com/?cid=1801512774774097603,ChIJ-1KlnkqVkkYRwwa95lJCABk
Sesoon,Restaurant,,4.4,614,,Open,Kalma tn 9,10414,Tallinn,+372 5866 5558,http://kohviksesoon.ee/,,,59.443041,24.735568,https://maps.google.com/?cid=8822835648206940515,ChIJQWJxZnuTkkYRYykH00YCcXo
Cafe Mmuah,Restaurant,,4.4,605,$$,Open,Gonsiori tn 2,10143,Tallinn,+372 683 1199,http://www.mmuah.ee/,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-23:00,,59.434970,24.756209,https://maps.google.com/?cid=17159976379577216641,ChIJ-VJ-B1-TkkYRgS7Lipl7JO4
Aasia toit Tallinn Asian Cafe,Asian Restaurant,Chinese,4.4,524,$$,Open,Kopli tn 4,10412,Tallinn,+372 640 6011,http://asiancafe.ee/,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,Asian Restaurant; Chinese Restaurant; Indian Restaurant,59.441242,24.738079,https://maps.google.com/?cid=6398045545699597378,ChIJX9KA53yTkkYRQtwxiIZsylg
Restaurant Golden Dragon,Chinese Restaurant,Chinese,4.4,522,$$,Open,Pühavaimu tn 7,10133,Tallinn,+372 631 3506,http://www.goldendragon.ee/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,Chinese Restaurant,59.438550,24.746960,https://maps.google.com/?cid=5319017927055110761,ChIJ1Xurt2OTkkYRafINkJ_y0Ek
Ginger Arsenal,Indian Restaurant,Indian,4.4,520,$$,Open,Erika tn 14,10416,Tallinn,+372 660 8880,http://www.gingercafe.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,Indian Restaurant,59.451646,24.716816,https://maps.google.com/?cid=13408008412960193698,ChIJbWKUfISTkkYRovzw55zQEro
NOY City,Mediterranean Restaurant,Mediterranean,4.4,478,$$,Temporarily closed,Tuukri tn 26-10151,10151,Tallinn,+372 640 0325,,,Mediterranean Restaurant,59.439465,24.766207,https://maps.google.com/?cid=16657676426338226220,ChIJmQFCtl2TkkYRLNBJH3T0K-c
Armudu Peetri,Restaurant,Middle Eastern,4.4,432,$$,Open,Veesaare tee 2,75312,Peetri,+372 600 8683,https://www.restoranarmudu.ee/et,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,Middle Eastern Restaurant; Eastern European Restaurant; European Restaurant,59.401997,24.811497,https://maps.google.com/?cid=6533068993291108235,ChIJv1ro0arrkkYRiz88vqIfqlo
Hutorok trahter,Restaurant,,4.4,417,$$,Open,Mustamäe tee 116,12911,Tallinn,+372 5594 9522,https://www.facebook.com/HutorokTallinn/,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-22:00,,59.403759,24.679385,https://maps.google.com/?cid=4921374861820974635,ChIJ2bf2lzSVkkYRK1ZgvVw8TEQ
Peetri Pizza,Pizza Restaurant,Pizza,4.4,392,$,Open,E. Vilde tee 128,12614,Tallinn,+372 654 3504,http://www.peetripizza.ee/en/pizzeriad/tallinn/vilde-tee-128/,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Pizza Restaurant,59.403211,24.663207,https://maps.google.com/?cid=11169974963716257095,ChIJvddSNVOUkkYRR3VQZgy5A5s
Urban bar tallinn,Bar,,4.4,368,$$,Temporarily closed,Roseni tn 9,10111,Tallinn,+372 5884 8575,http://www.urbanbar.ee/,,Bar; Cocktail Bar; Live Music Venue; Event Venue,59.439242,24.755018,https://maps.google.com/?cid=13353890689410398787,ChIJv7xRSXiTkkYRQ_qzf9SMUrk
Sanga,Sandwich Shop,,4.4,300,$$,Open,Rotermanni tn 18-1,10111,Tallinn,+372 5757 0171,http://www.sanga.ee/,Mon 11:00-20:00; Tue 11:00-20:00; Wed 11:00-20:00; Thu 11:00-20:00; Fri 11:00-20:00; Sat 11:00-20:00; Sun 11:00-20:00,Sandwich Shop,59.439477,24.756862,https://maps.google.com/?cid=571486347596849649,ChIJDwVGST2TkkYR8eF-Js5T7gc
Peetri Pizza,Pizza Restaurant,Pizza,4.4,290,$,Open,Roosikrantsi tn 23,10119,Tallinn,+372 660 2626,https://peetripizza.ee/pizzeria/roosikrantsi,Mon 12:00-01:00; Tue 12:00-01:00; Wed 12:00-01:00; Thu 12:00-01:00; Fri 12:00-01:00; Sat 12:00-01:00; Sun 12:00-01:00,Pizza Restaurant,59.430202,24.744079,https://maps.google.com/?cid=14720010482311052082,ChIJfXXzzZ6UkkYRMjstMIv7R8w
Kukustuudio / KuKu klubi / Kinomaja kohvik-baar,Cafe,,4.4,289,$$,Open,Uus tn 3,10111,Tallinn,+372 5690 7077,https://kukustuudio.ee/,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-03:00; Sat 12:00-03:00; Sun closed,Coffee Shop; Art Gallery; Cafe; Night Club; Food Store,59.437717,24.749883,https://maps.google.com/?cid=13781425370119131461,ChIJ10BTc56UkkYRRdGBZFt1Qb8
Helios Kohvik,Restaurant,,4.4,282,$,Open,Mäealuse tn 2-4,12618,Tallinn,+372 655 6200,http://helioskohvik.ee/,Mon 09:00-17:00; Tue 09:00-17:00; Wed 09:00-17:00; Thu 09:00-17:00; Fri 09:00-17:00; Sat closed; Sun closed,Cafe,59.396983,24.657719,https://maps.google.com/?cid=4809726970156257798,ChIJiQk2nK6VkkYRBpLHQjKVv0I
Tšungel,Restaurant,,4.4,265,$$,Open,Kopli tn 1,10412,Tallinn,+372 5367 5499,http://tsungel.ee/,Mon 14:00-23:00; Tue 12:00-23:00; Wed 12:00-03:00; Thu 12:00-03:00; Fri 12:00-04:00; Sat 12:00-04:00; Sun 12:00-22:00,Cocktail Bar; Night Club; Bar,59.440862,24.733795,https://maps.google.com/?cid=16606972395884575688,ChIJfzlNPmaTkkYRyPtqE2jRd-Y
Loco Rolls,Restaurant,,4.4,256,$$,Open,Kopli tn 1,10412,Tallinn,+372 5686 8038,https://locorolls.ee/,Mon 09:00-20:00; Tue 09:00-20:00; Wed 09:00-20:00; Thu 09:00-20:00; Fri 09:00-20:00; Sat 09:00-20:00; Sun 09:00-18:00,Ice Cream Shop; Dessert Shop; Confectionery; Food Store,59.441031,24.735306,https://maps.google.com/?cid=11584100566089547989,ChIJpbgwBn2TkkYR1UAr9Bb-wqA
NuFace Ülemiste City,Chinese Restaurant,Chinese,4.4,235,$$,Open,"Ülemiste City, Sepise tn 8",11415,Tallinn,+372 5871 5066,http://www.nuface.ee/,Mon 11:00-16:00; Tue 11:00-16:00; Wed 11:00-16:00; Thu 11:00-16:00; Fri 11:00-16:00; Sat closed; Sun closed,Chinese Restaurant,59.419201,24.805747,https://maps.google.com/?cid=7663349058475944365,ChIJldFh9u_rkkYRrWlI1F2vWWo
JENK BBQ,Restaurant,,4.4,234,$$$,Open,Rotermanni tn 14,10111,Tallinn,+372 5377 1108,https://www.jenkbbq.ee/,Mon 17:00-00:00; Tue 17:00-00:00; Wed 17:00-00:00; Thu 17:00-00:00; Fri 17:00-01:00; Sat 17:00-01:00; Sun closed,,59.439013,24.757129,https://maps.google.com/?cid=858039731479007763,ChIJAdTEId2TkkYRE1L69ZZe6As
Haabersti Pizzakiosk,Takeout Restaurant,,4.4,221,$$,Open,Ehitajate tee 148,13517,Tallinn,+372 5342 7724,https://www.pizzakiosk.ee/,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 12:00-21:00; Sun 12:00-20:00,Meal Takeaway,59.421203,24.650847,https://maps.google.com/?cid=1250482084965363679,ChIJgSWijWmUkkYR369ZuNSaWhE
Amijami Sushi Kadriorg,Sushi Restaurant,Japanese,4.4,216,$$,Open,Vesivärava tn 50,10147,Tallinn,+372 5690 0010,https://tellimus.amijami.ee/amijami-sushi-kadriorg,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,Sushi Restaurant; Japanese Restaurant,59.432666,24.779491,https://maps.google.com/?cid=10685464133060089261,ChIJk9oxcmmTkkYRrVU51wNlSpQ
Delta Cafe & Bistro,Bistro,,4.4,213,$,Open,Pärnu mnt. 141,11314,Tallinn,+372 5332 5091,http://www.bistrood.ee/,Mon 08:30-15:00; Tue 08:30-15:00; Wed 08:30-15:00; Thu 08:30-15:00; Fri 08:30-15:00; Sat closed; Sun closed,Bistro,59.402557,24.730616,https://maps.google.com/?cid=4705390277121250349,ChIJ-9IeN8OUkkYRLZRj3YbnTEE
Peetri Pizza,Pizza Restaurant,Pizza,4.4,212,$,Open,Õismäe tee 1a,13514,Tallinn,+372 671 4067,http://www.peetripizza.ee/,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-21:00; Sun 12:00-21:00,Pizza Restaurant,59.413897,24.654837,https://maps.google.com/?cid=4837920816640504531,ChIJ9T031E6UkkYR0zJTr1m_I0M
Airo Cafe,Restaurant,,4.4,182,$,Open,"Lennujaama tee 13, Kesk-Sõjamäe tn 26",11101,Tallinn,+372 605 8077,https://www.facebook.com/airocafe,Mon 10:00-15:00; Tue 10:00-15:00; Wed 10:00-15:00; Thu 10:00-15:00; Fri 10:00-15:00; Sat closed; Sun closed,,59.418365,24.807505,https://maps.google.com/?cid=10411300887734438477,ChIJKfn5XFfrkkYRTcoe9_5efJA
Restoran Mets,Restaurant,,4.4,172,$,Open,Mäealuse tn 2-1,12618,Tallinn,+372 673 1722,http://www.restoranmets.ee/,Mon 08:30-15:30; Tue 08:30-15:30; Wed 08:30-15:30; Thu 08:30-15:30; Fri 08:30-15:30; Sat closed; Sun closed,,59.396220,24.659271,https://maps.google.com/?cid=1716007722576265709,ChIJwRac3K6VkkYR7UH8j-570Bc
Basiilik Pizza & Pasta,Pizza Restaurant,Pizza,4.4,166,$$,Open,Lootsi tn 10-2,10151,Tallinn,+372 5343 6688,https://basiilik.ee/,Mon 10:00-21:00; Tue 10:00-21:00; Wed 10:00-21:00; Thu 10:00-21:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-21:00,Pizza Restaurant; European Restaurant,59.441747,24.765288,https://maps.google.com/?cid=2377560849433555502,ChIJQ9SvEACTkkYRLvJc5v7K_iA
Kooker Kadriorg,Restaurant,,4.4,165,$,Open,L. Koidula tn 21c,10127,Tallinn,+372 5192 0149,https://kooker.ee/,Mon 07:30-20:00; Tue 07:30-20:00; Wed 07:30-20:00; Thu 07:30-20:00; Fri 07:30-20:00; Sat 07:30-20:00; Sun 07:30-20:00,Coffee Shop; Cafe; Food Store,59.436627,24.789395,https://maps.google.com/?cid=16631028593503484382,ChIJi7vMzByTkkYR3rkjDWRIzeY
Mets II,Restaurant,,4.4,163,$,Open,"Eesti Energia peamaja, Lelle tn 22",11318,Tallinn,+372 5199 6677,http://www.restoranmets.ee/,Mon 08:30-15:00; Tue 08:30-15:00; Wed 08:30-15:00; Thu 08:30-15:00; Fri 08:30-15:00; Sat closed; Sun closed,,59.403936,24.732812,https://maps.google.com/?cid=8808275472578965529,ChIJKz3scsOUkkYRGfDawt9HPXo
Batumi,Restaurant,,4.4,159,$$,Open,Kopli tn 99b,11712,Tallinn,+372 660 9000,,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-03:00; Sat 11:00-03:00; Sun 11:00-23:00,,59.460951,24.667926,https://maps.google.com/?cid=14153538116905262588,ChIJtUL8bACTkkYR_N0Wve13a8Q
Sushi24h,Sushi Restaurant,Japanese,4.4,157,$$,Open,Gonsiori tn 2,10140,Tallinn,+372 5885 7772,http://www.sushi24h.ee/,Mon 15:00-03:00; Tue 15:00-03:00; Wed 18:00-06:00; Thu 18:00-06:00; Fri 12:00-06:00; Sat 12:00-06:00; Sun 12:00-03:00,Sushi Restaurant; Cafe; European Restaurant; Japanese Restaurant,59.434990,24.756201,https://maps.google.com/?cid=4313433246637264154,ChIJJfKpwsqTkkYRGo0sLK9k3Ds
Loco Rolls,Restaurant,,4.4,147,$,Open,Viru väljak 4,10111,Tallinn,+372 5594 4421,https://locorolls.ee/,Mon 09:00-21:00; Tue 09:00-21:00; Wed 09:00-21:00; Thu 09:00-21:00; Fri 09:00-22:00; Sat 09:00-22:00; Sun 09:00-20:00,Ice Cream Shop; Dessert Shop; Confectionery; Food Store,59.436515,24.755934,https://maps.google.com/?cid=4575623467297165748,ChIJzztLO4OTkkYRtFEwAk3hfz8
Spice Wagon,Indian Restaurant,Indian,4.4,135,$$,Temporarily closed,Telliskivi tn 62,10412,Tallinn,+372 565 5001,https://www.facebook.com/indiarestoran/,,Indian Restaurant,59.440528,24.730591,https://maps.google.com/?cid=13200727592415021735,ChIJeWFVwX2TkkYRp0qYCs5nMrc
